Species,EPU,sex,YEAR,MeanCond,nCond,n
Pollock,SS,M,1998,97.15177863909284,21,26
Pollock,SS,M,1999,103.15450360549654,29,26
Pollock,SS,M,2000,97.69452764751097,29,26
Pollock,SS,M,2001,99.9554712361995,17,26
Pollock,SS,M,2002,98.93237594581886,46,26
Pollock,SS,M,2003,94.5489545383824,38,26
Pollock,SS,M,2004,98.4591424962803,56,26
Pollock,SS,M,2005,102.16138975155646,22,26
Pollock,SS,M,2006,103.88431835906744,4,26
Pollock,SS,M,2007,102.5492789371738,10,26
Pollock,SS,M,2008,95.59821369067672,17,26
Pollock,SS,M,2009,99.9781935653801,7,26
Pollock,SS,M,2010,99.1301410188183,4,26
Pollock,SS,M,2011,101.21731250501144,22,26
Pollock,SS,M,2012,99.408276219437,62,26
Pollock,SS,M,2013,103.14972561104977,30,26
Pollock,SS,M,2014,100.39288243242804,50,26
Pollock,SS,M,2015,98.21884826719625,44,26
Pollock,SS,M,2016,98.68681570955428,13,26
Pollock,SS,M,2017,98.18339147948572,23,26
Red Hake,SS,F,1992,98.5048162100851,26,27
Red Hake,SS,F,1993,102.33675261264295,35,27
Red Hake,SS,F,1994,101.12259114811134,32,27
Red Hake,SS,F,1995,100.2117424190081,23,27
Red Hake,SS,F,1996,98.54708089614991,30,27
Red Hake,SS,F,1997,98.36485204203866,28,27
Red Hake,SS,F,1998,104.51895471743798,28,27
Red Hake,SS,F,1999,104.30400530734737,22,27
Red Hake,SS,F,2000,99.5872899664709,38,27
Red Hake,SS,F,2001,90.95528030109847,35,27
Red Hake,SS,F,2002,98.64467074836207,19,27
Red Hake,SS,F,2003,96.07833223455827,24,27
Red Hake,SS,F,2004,93.25913247204579,10,27
Red Hake,SS,F,2005,89.66606660388767,12,27
Red Hake,SS,F,2006,98.62973122729517,9,27
Red Hake,SS,F,2007,95.6582524146525,27,27
Red Hake,SS,F,2008,99.35658450690458,19,27
Red Hake,SS,F,2009,103.68890587227783,29,27
Red Hake,SS,F,2010,103.59259601349693,18,27
Red Hake,SS,F,2011,105.88875304932078,13,27
Red Hake,SS,F,2012,107.69324647336985,34,27
Red Hake,SS,F,2013,105.74878734187854,26,27
Red Hake,SS,F,2014,101.20699615043793,70,27
Red Hake,SS,F,2015,103.38228114298947,79,27
Red Hake,SS,F,2016,104.64020153724947,56,27
Red Hake,SS,F,2017,101.76982554071849,31,27
Red Hake,SS,F,2018,102.91436204456112,12,27
Red Hake,SS,M,1992,100.68022169216495,14,27
Red Hake,SS,M,1993,103.68577846391518,32,27
Red Hake,SS,M,1994,100.85182713833449,23,27
Red Hake,SS,M,1995,102.87172442065108,21,27
Red Hake,SS,M,1996,97.20884194129933,24,27
Red Hake,SS,M,1997,101.50265995511523,14,27
Red Hake,SS,M,1998,106.12121196969207,20,27
Red Hake,SS,M,1999,106.09536934089228,13,27
Red Hake,SS,M,2000,100.26993994962291,38,27
Red Hake,SS,M,2001,95.55503609904781,10,27
Red Hake,SS,M,2002,96.70868459750302,12,27
Red Hake,SS,M,2003,96.75314262001497,25,27
Red Hake,SS,M,2004,92.73837372510714,7,27
Red Hake,SS,M,2005,94.81646757072338,6,27
Red Hake,SS,M,2006,98.84593926786336,12,27
Red Hake,SS,M,2007,98.63567171253,16,27
Red Hake,SS,M,2008,93.99681995757388,8,27
Red Hake,SS,M,2009,102.18602006887417,20,27
Red Hake,SS,M,2010,106.53265163175246,9,27
Red Hake,SS,M,2011,103.83873901566346,14,27
Red Hake,SS,M,2012,108.17125994964076,24,27
Red Hake,SS,M,2013,107.35363674456327,30,27
Red Hake,SS,M,2014,106.31622494229677,44,27
Red Hake,SS,M,2015,105.0639336038249,45,27
Red Hake,SS,M,2016,102.52536297121132,48,27
Red Hake,SS,M,2017,102.03779362927682,16,27
Red Hake,SS,M,2018,98.64247671305296,11,27
Silver Hake,SS,F,1992,93.27319143723956,136,27
Silver Hake,SS,F,1993,94.20209612915436,161,27
Silver Hake,SS,F,1994,98.98077547269372,108,27
Silver Hake,SS,F,1995,97.91143306814895,80,27
Silver Hake,SS,F,1996,101.58958574307557,67,27
Silver Hake,SS,F,1997,98.67753226608876,25,27
Silver Hake,SS,F,1998,98.24877846556647,92,27
Silver Hake,SS,F,1999,98.66287783687093,76,27
Silver Hake,SS,F,2000,92.96261464539194,136,27
Silver Hake,SS,F,2001,92.23143872901828,87,27
Silver Hake,SS,F,2002,97.38581437215898,126,27
Silver Hake,SS,F,2003,94.81595610757776,163,27
Silver Hake,SS,F,2004,94.56524228258596,71,27
Silver Hake,SS,F,2005,95.9885332484642,40,27
Silver Hake,SS,F,2006,99.2639593090292,50,27
Silver Hake,SS,F,2007,95.82273741160284,112,27
Silver Hake,SS,F,2008,95.56250162810451,83,27
Silver Hake,SS,F,2009,99.45652438391768,63,27
Silver Hake,SS,F,2010,98.12481508316964,45,27
Silver Hake,SS,F,2011,104.27878206462553,36,27
Silver Hake,SS,F,2012,101.09006618894632,112,27
Silver Hake,SS,F,2013,102.50589086307471,158,27
Silver Hake,SS,F,2014,97.83788886169233,85,27
Silver Hake,SS,F,2015,103.61583909603517,282,27
Silver Hake,SS,F,2016,99.84316885352052,88,27
Silver Hake,SS,F,2017,97.38023496737114,33,27
Silver Hake,SS,F,2018,95.43908999040407,12,27
Silver Hake,SS,M,1992,94.093277347087,95,27
Silver Hake,SS,M,1993,90.67404621927733,99,27
Silver Hake,SS,M,1994,98.69581389339191,54,27
Silver Hake,SS,M,1995,98.64423526333304,65,27
Silver Hake,SS,M,1996,102.23794490900833,40,27
Silver Hake,SS,M,1997,98.75229523199431,34,27
Silver Hake,SS,M,1998,96.69021024330864,51,27
Silver Hake,SS,M,1999,100.09939366559578,45,27
Silver Hake,SS,M,2000,93.53192562393083,55,27
Silver Hake,SS,M,2001,96.81044615385072,51,27
Silver Hake,SS,M,2002,98.03570400429798,84,27
Silver Hake,SS,M,2003,92.77298953405351,79,27
Silver Hake,SS,M,2004,94.50475039227898,62,27
Silver Hake,SS,M,2005,95.23670914949888,35,27
Silver Hake,SS,M,2006,100.90028212155968,29,27
Silver Hake,SS,M,2007,95.41446174644508,67,27
Silver Hake,SS,M,2008,93.88098601178393,48,27
Silver Hake,SS,M,2009,96.85791806309722,36,27
Silver Hake,SS,M,2010,93.49719138618065,31,27
Silver Hake,SS,M,2011,101.2116215059325,16,27
Silver Hake,SS,M,2012,99.98924007385028,30,27
Silver Hake,SS,M,2013,98.14459821025231,33,27
Silver Hake,SS,M,2014,98.29913734743192,24,27
Silver Hake,SS,M,2015,100.63183277928138,40,27
Silver Hake,SS,M,2016,98.54154259295142,21,27
Silver Hake,SS,M,2017,97.92339940546972,13,27
Silver Hake,SS,M,2018,93.84294520941302,9,27
Spiny Dogfish,SS,F,1992,101.56306676230615,65,26
Spiny Dogfish,SS,F,1993,98.95978371885604,50,26
Spiny Dogfish,SS,F,1994,98.73087106122911,174,26
Spiny Dogfish,SS,F,1995,97.95220582869298,82,26
Spiny Dogfish,SS,F,1996,103.10644677252441,42,26
Spiny Dogfish,SS,F,1997,101.21782905839838,80,26
Spiny Dogfish,SS,F,1998,97.25955028711867,24,26
Spiny Dogfish,SS,F,1999,96.38109250764985,62,26
Spiny Dogfish,SS,F,2000,99.92609428296299,46,26
Spiny Dogfish,SS,F,2001,99.17090529005576,85,26
Spiny Dogfish,SS,F,2002,100.98362190693042,84,26
Spiny Dogfish,SS,F,2003,99.49203819443994,21,26
Spiny Dogfish,SS,F,2004,100.12981212274288,23,26
Spiny Dogfish,SS,F,2005,98.3831366728062,20,26
Spiny Dogfish,SS,F,2006,98.92258567788801,53,26
Spiny Dogfish,SS,F,2007,101.31789834171948,12,26
Spiny Dogfish,SS,F,2008,101.5537563792623,25,26
Spiny Dogfish,SS,F,2009,104.65077017157151,7,26
Spiny Dogfish,SS,F,2010,95.5739034646319,8,26
Spiny Dogfish,SS,F,2012,99.43214066981803,8,26
Spiny Dogfish,SS,F,2013,102.16450031228575,8,26
Spiny Dogfish,SS,F,2014,102.51020722611234,7,26
Spiny Dogfish,SS,F,2015,103.4612300982453,7,26
Spiny Dogfish,SS,F,2016,101.53642398738131,26,26
Spiny Dogfish,SS,F,2017,99.33715322759811,29,26
Spiny Dogfish,SS,F,2018,101.29291613536671,3,26
Spiny Dogfish,SS,M,1992,102.54543939313376,58,26
Spiny Dogfish,SS,M,1993,102.60153679560919,37,26
Spiny Dogfish,SS,M,1994,101.85121620254817,162,26
Spiny Dogfish,SS,M,1995,103.3620036193495,90,26
Spiny Dogfish,SS,M,1996,104.74662593487734,31,26
Spiny Dogfish,SS,M,1997,102.06456519619991,65,26
Spiny Dogfish,SS,M,1998,101.58222121165856,29,26
Spiny Dogfish,SS,M,1999,100.6550738884407,45,26
Spiny Dogfish,SS,M,2000,104.23885964317043,45,26
Spiny Dogfish,SS,M,2001,100.30476567522307,39,26
Spiny Dogfish,SS,M,2002,101.89616493800911,51,26
Spiny Dogfish,SS,M,2003,100.96535726373125,23,26
Spiny Dogfish,SS,M,2004,101.87064533688778,15,26
Spiny Dogfish,SS,M,2005,103.13376120632935,25,26
Spiny Dogfish,SS,M,2006,103.48736210731963,42,26
Spiny Dogfish,SS,M,2007,106.73309463572967,10,26
Spiny Dogfish,SS,M,2008,103.82130518247067,34,26
Spiny Dogfish,SS,M,2009,104.19658492621961,10,26
Spiny Dogfish,SS,M,2010,108.8369797097625,6,26
Spiny Dogfish,SS,M,2011,100.33555792149092,3,26
Spiny Dogfish,SS,M,2012,106.66799976012219,4,26
Spiny Dogfish,SS,M,2013,102.82863370225394,3,26
Spiny Dogfish,SS,M,2014,103.29756302987603,18,26
Spiny Dogfish,SS,M,2015,98.30584419827488,6,26
Spiny Dogfish,SS,M,2016,102.48862993851449,27,26
Spiny Dogfish,SS,M,2017,104.89788050722099,21,26
Thorny Skate,SS,M,1992,96.87431089326617,21,25
Thorny Skate,SS,M,1993,91.12622571484185,5,25
Thorny Skate,SS,M,1994,94.79700058697438,7,25
Thorny Skate,SS,M,1995,93.60139881582694,4,25
Thorny Skate,SS,M,1996,92.24375661683521,8,25
Thorny Skate,SS,M,1997,92.68615918811386,3,25
Thorny Skate,SS,M,1998,94.4392366477883,4,25
Thorny Skate,SS,M,1999,101.64687696712701,3,25
Thorny Skate,SS,M,2000,92.1241981294799,7,25
Thorny Skate,SS,M,2001,92.87080877589983,4,25
Thorny Skate,SS,M,2002,94.04469162329202,5,25
Thorny Skate,SS,M,2003,97.73617043954853,11,25
Thorny Skate,SS,M,2004,101.28761733109175,6,25
Thorny Skate,SS,M,2005,95.15518763851853,5,25
Thorny Skate,SS,M,2007,96.90816951981269,4,25
Thorny Skate,SS,M,2008,96.9409392097358,3,25
Thorny Skate,SS,M,2009,95.6460777196543,4,25
Thorny Skate,SS,M,2010,101.31267930787578,5,25
Thorny Skate,SS,M,2011,91.8786373228147,6,25
Thorny Skate,SS,M,2013,97.3843892594646,8,25
Thorny Skate,SS,M,2014,105.9539863147642,7,25
Thorny Skate,SS,M,2015,97.71579338204116,4,25
Thorny Skate,SS,M,2016,96.42052259166815,4,25
Thorny Skate,SS,M,2017,92.55218269522715,9,25
Thorny Skate,SS,M,2018,97.8260432089093,6,25
White Hake,SS,F,1992,102.8735770147395,51,27
White Hake,SS,F,1993,104.7912953278468,53,27
White Hake,SS,F,1994,100.29148976453871,79,27
White Hake,SS,F,1995,102.85176293350004,43,27
White Hake,SS,F,1996,102.47403482008208,26,27
White Hake,SS,F,1997,103.40847411126347,12,27
White Hake,SS,F,1998,103.14443938297292,5,27
White Hake,SS,F,1999,106.23500400962938,13,27
White Hake,SS,F,2000,99.99100901364314,39,27
White Hake,SS,F,2001,104.70263992782665,19,27
White Hake,SS,F,2002,102.96285115944897,52,27
White Hake,SS,F,2003,101.58223915692444,49,27
White Hake,SS,F,2004,103.64913079635178,31,27
White Hake,SS,F,2005,100.7810726690375,24,27
White Hake,SS,F,2006,103.6937903378073,34,27
White Hake,SS,F,2007,101.27720436038807,34,27
White Hake,SS,F,2008,103.04386231939402,52,27
White Hake,SS,F,2009,101.84889095197181,142,27
White Hake,SS,F,2010,103.02955153864607,73,27
White Hake,SS,F,2011,105.42774919371692,27,27
White Hake,SS,F,2012,104.37546220800233,27,27
White Hake,SS,F,2013,105.30261847981458,32,27
White Hake,SS,F,2014,105.81805875540438,40,27
White Hake,SS,F,2015,104.95239816220581,87,27
White Hake,SS,F,2016,101.49216860482596,110,27
White Hake,SS,F,2017,103.71410504354303,47,27
White Hake,SS,F,2018,104.48026577430335,7,27
White Hake,SS,M,1992,102.75480221253629,34,27
White Hake,SS,M,1993,106.08231107291105,44,27
White Hake,SS,M,1994,103.84906331326984,56,27
White Hake,SS,M,1995,104.54102784105916,30,27
White Hake,SS,M,1996,104.14785315177775,16,27
White Hake,SS,M,1997,102.11095848282804,14,27
White Hake,SS,M,1998,107.04304888066613,7,27
White Hake,SS,M,1999,106.29465229084906,17,27
White Hake,SS,M,2000,99.84225609192784,36,27
White Hake,SS,M,2001,104.48019862229252,21,27
White Hake,SS,M,2002,103.28903755352258,55,27
White Hake,SS,M,2003,101.00038490999343,46,27
White Hake,SS,M,2004,103.68286231391136,27,27
White Hake,SS,M,2005,100.84818491315987,12,27
White Hake,SS,M,2006,101.16345343501614,20,27
White Hake,SS,M,2007,103.02563303125883,50,27
White Hake,SS,M,2008,105.67084219262775,38,27
White Hake,SS,M,2009,103.29998102544528,151,27
White Hake,SS,M,2010,104.98599616722294,78,27
White Hake,SS,M,2011,104.65202662795372,46,27
White Hake,SS,M,2012,105.13884914677175,59,27
White Hake,SS,M,2013,106.438988702267,23,27
White Hake,SS,M,2014,102.33283252589999,28,27
White Hake,SS,M,2015,105.82495493253715,96,27
White Hake,SS,M,2016,104.87896566537987,82,27
White Hake,SS,M,2017,104.50871249904932,55,27
White Hake,SS,M,2018,107.69052963874934,12,27
Winter Flounder,SS,F,1992,101.84262613427762,28,27
Winter Flounder,SS,F,1993,101.61558425395371,20,27
Winter Flounder,SS,F,1994,103.76042316265178,24,27
Winter Flounder,SS,F,1995,98.3367021221295,41,27
Winter Flounder,SS,F,1996,101.16627182189586,29,27
Winter Flounder,SS,F,1997,102.17359666722595,26,27
Winter Flounder,SS,F,1998,103.77683587111171,24,27
Winter Flounder,SS,F,1999,103.79222094259308,18,27
Winter Flounder,SS,F,2000,97.93852322693056,54,27
Winter Flounder,SS,F,2001,98.9409780330128,70,27
Winter Flounder,SS,F,2002,98.03125787488172,35,27
Winter Flounder,SS,F,2003,97.58465719426748,32,27
Winter Flounder,SS,F,2004,95.99281089709913,24,27
Winter Flounder,SS,F,2005,96.4078198899387,29,27
Winter Flounder,SS,F,2006,95.43421270089956,38,27
Winter Flounder,SS,F,2007,98.29481888172764,41,27
Winter Flounder,SS,F,2008,100.01203223999501,51,27
Winter Flounder,SS,F,2009,98.45355062838388,17,27
Winter Flounder,SS,F,2010,96.96447734056,49,27
Winter Flounder,SS,F,2011,95.95362766122885,45,27
Winter Flounder,SS,F,2012,98.78849472235746,25,27
Winter Flounder,SS,F,2013,97.44907929434676,21,27
Winter Flounder,SS,F,2014,96.32051829522482,34,27
Winter Flounder,SS,F,2015,97.25260279328717,18,27
Winter Flounder,SS,F,2016,96.00792103399557,24,27
Winter Flounder,SS,F,2017,97.38841637880793,12,27
Winter Flounder,SS,F,2018,99.75657331066367,3,27
Winter Flounder,SS,M,1992,100.7356488258921,11,25
Winter Flounder,SS,M,1993,101.98511868099364,21,25
Winter Flounder,SS,M,1994,105.56193239639238,30,25
Winter Flounder,SS,M,1995,99.87814357407883,22,25
Winter Flounder,SS,M,1996,100.01481877916855,23,25
Winter Flounder,SS,M,1997,103.00057036407665,15,25
Winter Flounder,SS,M,1998,102.41067276127606,17,25
Winter Flounder,SS,M,1999,105.05524218066893,12,25
Winter Flounder,SS,M,2000,100.40998509906146,27,25
Winter Flounder,SS,M,2001,98.4593345703396,51,25
Winter Flounder,SS,M,2002,98.74219592519229,20,25
Winter Flounder,SS,M,2003,97.88970050621045,28,25
Winter Flounder,SS,M,2004,100.29344978654888,20,25
Winter Flounder,SS,M,2005,100.20105781401469,28,25
Winter Flounder,SS,M,2006,101.4404208556965,13,25
Winter Flounder,SS,M,2007,98.89411674076298,28,25
Winter Flounder,SS,M,2008,103.30844919390593,19,25
Winter Flounder,SS,M,2009,99.65220641141649,4,25
Winter Flounder,SS,M,2010,100.51816747129865,27,25
Winter Flounder,SS,M,2011,95.64514325269504,17,25
Winter Flounder,SS,M,2012,100.05988333811445,7,25
Winter Flounder,SS,M,2013,99.65940983961966,13,25
Winter Flounder,SS,M,2014,103.74392161166793,9,25
Winter Flounder,SS,M,2015,100.24881430350277,5,25
Winter Flounder,SS,M,2016,98.53201870796616,9,25
Witch Flounder,SS,F,1993,104.5160869696313,11,25
Witch Flounder,SS,F,1994,104.15082234246869,6,25
Witch Flounder,SS,F,1995,95.08557792218194,9,25
Witch Flounder,SS,F,1996,97.472402228463,8,25
Witch Flounder,SS,F,1997,103.67649939009597,10,25
Witch Flounder,SS,F,1998,105.5587899282866,13,25
Witch Flounder,SS,F,2000,95.73180838488864,20,25
Witch Flounder,SS,F,2001,99.43714148685694,15,25
Witch Flounder,SS,F,2002,96.10063801498758,25,25
Witch Flounder,SS,F,2003,100.50605672443716,32,25
Witch Flounder,SS,F,2004,101.94169393534833,30,25
Witch Flounder,SS,F,2005,98.71790849803779,14,25
Witch Flounder,SS,F,2006,98.96848494932907,15,25
Witch Flounder,SS,F,2007,101.87774908433317,8,25
Witch Flounder,SS,F,2008,98.01272455421427,22,25
Witch Flounder,SS,F,2009,102.33203166491091,78,25
Witch Flounder,SS,F,2010,100.61510539830607,37,25
Witch Flounder,SS,F,2011,100.47014650002933,32,25
Witch Flounder,SS,F,2012,99.53614786118253,48,25
Witch Flounder,SS,F,2013,101.47765463960543,33,25
Witch Flounder,SS,F,2014,100.48485298411944,39,25
Witch Flounder,SS,F,2015,100.49098261423727,61,25
Witch Flounder,SS,F,2016,101.14924595713734,42,25
Witch Flounder,SS,F,2017,101.96343130073026,48,25
Witch Flounder,SS,F,2018,100.42071213879085,30,25
Witch Flounder,SS,M,1992,100.93874677839806,6,27
Witch Flounder,SS,M,1993,101.51994045202974,20,27
Witch Flounder,SS,M,1994,98.42176308884581,10,27
Witch Flounder,SS,M,1995,95.73337560318075,14,27
Witch Flounder,SS,M,1996,95.32162982486766,11,27
Witch Flounder,SS,M,1997,102.72249243152638,13,27
Witch Flounder,SS,M,1998,102.94635578946246,16,27
Witch Flounder,SS,M,1999,96.59169541565352,13,27
Witch Flounder,SS,M,2000,96.19537556949798,11,27
Witch Flounder,SS,M,2001,95.32524871694247,19,27
Witch Flounder,SS,M,2002,97.78930741966515,45,27
Witch Flounder,SS,M,2003,97.84345246918242,35,27
Witch Flounder,SS,M,2004,100.65451627664099,15,27
Witch Flounder,SS,M,2005,99.94288208651956,9,27
Witch Flounder,SS,M,2006,101.83488001224846,19,27
Witch Flounder,SS,M,2007,98.4589122221992,16,27
Witch Flounder,SS,M,2008,101.10254847612485,28,27
Witch Flounder,SS,M,2009,102.31591429596858,57,27
Witch Flounder,SS,M,2010,100.70717086698617,38,27
Witch Flounder,SS,M,2011,97.03541612740466,20,27
Witch Flounder,SS,M,2012,100.87181124788572,81,27
Witch Flounder,SS,M,2013,99.92406338644484,27,27
Witch Flounder,SS,M,2014,102.3534711694552,42,27
Witch Flounder,SS,M,2015,99.7788363548312,68,27
Witch Flounder,SS,M,2016,99.79366975325941,52,27
Witch Flounder,SS,M,2017,100.33604368621909,33,27
Witch Flounder,SS,M,2018,105.17983727773914,10,27
